note_id,title,desc,type,user_id,nickname,liked_count,collected_count,comment_count,share_count,time,time_iso,last_update_time,last_update_time_iso,source_url,author_name,author_id,tags,signal_score,keyword_hits,captured_comment_records,clean_title,clean_desc
68c5854b000000001d004c27,南开开学典礼 | 在系里作为新生代表发言啦,"充实的开学一周
好大的校园 在林荫路蹬自行车吹着风真的爽
也拥有了自己的舒适小房间（问就是没宿舍）
感谢财政系老师们的认可和信任 也是成为新生代表啦
一步一步完成小目标中✅
p4有新生代表发言稿 欢迎参考~
#开学典礼[话题]# #南开大学[话题]# #新生代表[话题]# #天下英雄如过江之卿[话题]#",normal,60ea68230000000001004f23,大头文文lucky,71,13,23,0,1757775179,2025-09-13T22:52:59,1757775179,2025-09-13T22:52:59,https://www.xiaohongshu.com/discovery/item/68c5854b000000001d004c27,大头文文lucky,60ea68230000000001004f23,,123.5,,10,南开开学典礼 | 在系里作为新生代表发言啦,充实的开学一周 好大的校园 在林荫路蹬自行车吹着风真的爽 也拥有了自己的舒适小房间（问就是没宿舍） 感谢财政系老师们的认可和信任 也是成为新生代表啦 一步一步完成小目标中✅ p4有新生代表发言稿 欢迎参考~
68ae74c2000000021d01a8cd,【税收学、税务夏令营复试资料】保证好背！,"【税收学、税务夏令营复试资料】清晰好背！
【出税收学、税务夏令营、复试备考资料】自用高效背诵材料！！
适用于保研，考研复试，期末冲刺复习。
🌼本人今年已拿到夏令营南开税务、央财税收学高位优营！
自己整理，自测好用，可覆盖90%提问！
1.税务专业问题整理
2.财税热点（这个面试最容易提到，我每次面试都是提到这上面的问题，此热点来自权威机构）
3.论文面问题整理（全部押中 提供答案借鉴）
4.财政、税收专业英语（考试原题覆盖100%，自己整理+机构权威资料）
5.日常英语（本人自己整理，亲测全部押中）
一起打包+免费答疑 49.9r
其他材料需求，请私信，基本都有～
联系方式在最后一页
#保研面试[话题]#  #保研[话题]# #税务专硕[话题]# #税收学[话题]# #保研英语[话题]# #财税英语[话题]#",normal,60ea68230000000001004f23,大头文文lucky,17,27,0,0,1756263618,2025-08-27T11:00:18,1774345949,2026-03-24T17:52:29,https://www.xiaohongshu.com/discovery/item/68ae74c2000000021d01a8cd,大头文文lucky,60ea68230000000001004f23,,30.5,,0,【税收学、税务夏令营复试资料】保证好背！,【税收学、税务夏令营复试资料】清晰好背！ 【出税收学、税务夏令营、复试备考资料】自用高效背诵材料！！ 适用于保研，考研复试，期末冲刺复习。 🌼本人今年已拿到夏令营南开税务、央财税收学高位优营！ 自己整理，自测好用，可覆盖90%提问！ 1.税务专业问题整理 2.财税热点（这个面试最容易提到，我每次面试都是提到这上面的问题，此热点来自权威机构） 3.论文面问题整理（全部押中 提供答案借鉴） 4.财政、税收专业英语（考试原题覆盖100%，自己整理+机构权威资料） 5.日常英语（本人自己整理，亲测全部押中） 一起打包+免费答疑 49.9r 其他材料需求，请私信，基本都有～ 联系方式在最后一页
687895d4000000020d010332,南开录取通知书 校训就是最好的文案,"日薪越亿！！
正好今天也是我的生日 那就许愿研途一切顺利！
#录取通知书[话题]# #远方寄来通知书[话题]# #南开大学[话题]# #保研[话题]# #研究生录取通知书[话题]# #变装[话题]#",video,60ea68230000000001004f23,大头文文lucky,42,0,11,0,1752733141,2025-07-17T14:19:01,1752733141,2025-07-17T14:19:01,https://www.xiaohongshu.com/discovery/item/687895d4000000020d010332,大头文文lucky,60ea68230000000001004f23,,64.0,,5,南开录取通知书 校训就是最好的文案,日薪越亿！！ 正好今天也是我的生日 那就许愿研途一切顺利！
682edc61000000002300dc3c,终于轮到我拍这个转场了,"东财本 即将开启南开研究生之旅~
#毕业[话题]# #毕业季[话题]# #毕业照[话题]# #东财[话题]# #南开大学[话题]# #东北财经大学[话题]# #研0[话题]# #转场[话题]# #氛围感转场[话题]#",video,60ea68230000000001004f23,大头文文lucky,80,4,18,0,1747901537,2025-05-22T16:12:17,1747901766,2025-05-22T16:16:06,https://www.xiaohongshu.com/discovery/item/682edc61000000002300dc3c,大头文文lucky,60ea68230000000001004f23,,118.0,,9,终于轮到我拍这个转场了,东财本 即将开启南开研究生之旅~
67fb4908000000001c02fc22,我努力 不是为了成为谁的“文科女友”,"三岁 爸妈为了我能上好小学买下老破小学区房
十岁 学习数年的书法和声乐都考级成功
十一岁 爸爸风雨无阻每天送我去 “小升初”集训班
十二岁 自主招生考上市最好初中
十五岁 大市前100名考上市最好高中
二十岁 专业第一保研上岸南开大学
——
父母说：“学习是为了让你能体面的选择想要的生活。”
爷爷奶奶说：“女孩子就应该更努力学习，我大孙女定能成才。”
其实成不成才不要紧，我也没有做到非常优秀，但我非常感谢爷爷奶奶和父母两代人的托举，让我能有机会通过读书看到更辽阔的世界，能有机会通过女子本就狭小的缝隙看到成功的光，能有机会自己选择想要的人生。
——
还记得
三岁时 爷爷爱跟我唱《穆桂英挂帅》中的名段：“谁说女子不如男”
每次见面 爷爷奶奶都会关心学业 问我今后的理想和抱负
每次考试进步 爷爷奶奶都会从卧室拿出崭新的新取出的“毛爷爷” 鼓励声伴着大家的笑脸 让我充满力量
🌸当时只觉开心骄傲，后面才感悟出爷爷奶奶的期冀，他们懂得那个年代男女的不平等，甚至还带着一些属于那个年代的思想，却可以努力的为我扫清障碍，用力托举，让孙女能没有顾虑的用力奔跑。
——
我希望我未来可以通过自己的努力过上想要的生活
遇到旗鼓相当同样优秀的伴侣
我们互相帮助 互相照顾 各自发光🌟
我的学历不只是我的“嫁妆”
而是我塑造自己人生 追求自身幸福的“台阶”
我的姓名会出现在论文和官网上
而不是作为男性成功道路上的“体贴女友”出现
共勉🌷🌷🌷
#文科女友[话题]# #女性独立则天地皆宽[话题]# #南开大学[话题]# #人生大女主[话题]# #保研[话题]# #男女平等[话题]# #女性[话题]# #女性成长[话题]#",normal,60ea68230000000001004f23,大头文文lucky,47,7,12,0,1744521480,2025-04-13T13:18:00,1744522476,2025-04-13T13:34:36,https://www.xiaohongshu.com/discovery/item/67fb4908000000001c02fc22,大头文文lucky,60ea68230000000001004f23,,74.5,,6,我努力 不是为了成为谁的“文科女友”,三岁 爸妈为了我能上好小学买下老破小学区房 十岁 学习数年的书法和声乐都考级成功 十一岁 爸爸风雨无阻每天送我去 “小升初”集训班 十二岁 自主招生考上市最好初中 十五岁 大市前100名考上市最好高中 二十岁 专业第一保研上岸南开大学 —— 父母说：“学习是为了让你能体面的选择想要的生活。” 爷爷奶奶说：“女孩子就应该更努力学习，我大孙女定能成才。” 其实成不成才不要紧，我也没有做到非常优秀，但我非常感谢爷爷奶奶和父母两代人的托举，让我能有机会通过读书看到更辽阔的世界，能有机会通过女子本就狭小的缝隙看到成功的光，能有机会自己选择想要的人生。 —— 还记得 三岁时 爷爷爱跟我唱《穆桂英挂帅》中的名段：“谁说女子不如男” 每次见面 爷爷奶奶都会关心学业 问我今后的理想和抱负 每次考试进步 爷爷奶奶都会从卧室拿出崭新的新取出的“毛爷爷” 鼓励声伴着大家的笑脸 让我充满力量 🌸当时只觉开心骄傲，后面才感悟出爷爷奶奶的期冀，他们懂得那个年代男女的不平等，甚至还带着一些属于那个年代的思想，却可以努力的为我扫清障碍，用力托举，让孙女能没有顾虑的用力奔跑。 —— 我希望我未来可以通过自己的努力过上想要的生活 遇到旗鼓相当同样优秀的伴侣 我们互相帮助 互相照顾 各自发光🌟 我的学历不只是我的“嫁妆” 而是我塑造自己人生 追求自身幸福的“台阶” 我的姓名会出现在论文和官网上 而不是作为男性成功道路上的“体贴女友”出现 共勉🌷🌷🌷
67cd62dd000000002901a76f,南开研0｜谁敢信实习第三天就哭了😇,"最近开启本人研0 gap year的第二段实习了~
是某世界500强央企制造业板块的财务实习，非常对口我的专业，这次实习强度预计会很大，因为我需要直接接手一个校友姐姐的工作😇（心理压力超级大）
	
——
🌷第一周工作内容
1⃣️整理凭证
也是“运气好”赶上审计了，直接加班到8点钟，使用SAP查询凭证功能搜索缺失记帐凭证和附件，补充打印再按顺序插入凭证并装订。
📍这个主要是需要细心 倒没有什么含金量和难度 干的时间长了会非常疲劳 甚至掉一点小珍珠🥺本人在第三天连续加班到8点钟后 泪洒网约车‼️
2⃣️开发票
这里是和营销部进行对接，营销部会发过来需要开票的业务合同，提出一些具体的要求，根据客户要求在电子税务局开具相应发票。
👣这里的日常工作也需要做好记录，认真对应每一个数据，以帮助后续做账和报税工作的正确开展~
3⃣️申报增值税
这里是我的本职工作了，需要将其他同事上月做账的增值税专用发票和一些用于抵扣的火车票、飞机行程单收回并留存，然后与SAP账上信息进行核对，再去增值税网站上勾选确认，填报增值税申报表。
📍实际做起来和学校学习到的理论知识有相同也有不同，实务就会帮助我们更好的理解理论知识，提升实务能力~
——
🌷央企实习生活
1⃣️早8晚5
日常熬夜的我被调教的晚上10点就睡6:50就起，最近几天在加班，下午真的干到5点就干不动了，争取下周5点就走！
2⃣️已经适应公寓生活
公司安排了青年公寓 然后直接匹配到一个很热情的小姐姐 算是有靠山了🤓 周末和小伙伴开车出去玩 晚上去超市买菜 一起做饭 这很有生活了…
3⃣️依旧想家
不用多说了 巨蟹座妈宝女……就等着清明节三天假了
——
🌷周末🔚
又要早睡早起了~ 希望第二周一切顺利！能学到更多的东西！
央企实习日记以每周形式更新，欢迎关注我的厂妹生活哦~~🥰🥰
#实习[话题]# #央企实习[话题]# #财务实习[话题]# #保研[话题]# #研0[话题]# #央国企[话题]# #央国企求职[话题]# #经管实习[话题]# #gap一年[话题]# #实习日记[话题]#",normal,60ea68230000000001004f23,大头文文lucky,225,158,16,0,1741513437,2025-03-09T17:43:57,1741918707,2025-03-14T10:18:27,https://www.xiaohongshu.com/discovery/item/67cd62dd000000002901a76f,大头文文lucky,60ea68230000000001004f23,,336.0,,10,南开研0｜谁敢信实习第三天就哭了😇,最近开启本人研0 gap year的第二段实习了~ 是某世界500强央企制造业板块的财务实习，非常对口我的专业，这次实习强度预计会很大，因为我需要直接接手一个校友姐姐的工作😇（心理压力超级大） —— 🌷第一周工作内容 1⃣️整理凭证 也是“运气好”赶上审计了，直接加班到8点钟，使用SAP查询凭证功能搜索缺失记帐凭证和附件，补充打印再按顺序插入凭证并装订。 📍这个主要是需要细心 倒没有什么含金量和难度 干的时间长了会非常疲劳 甚至掉一点小珍珠🥺本人在第三天连续加班到8点钟后 泪洒网约车‼️ 2⃣️开发票 这里是和营销部进行对接，营销部会发过来需要开票的业务合同，提出一些具体的要求，根据客户要求在电子税务局开具相应发票。 👣这里的日常工作也需要做好记录，认真对应每一个数据，以帮助后续做账和报税工作的正确开展~ 3⃣️申报增值税 这里是我的本职工作了，需要将其他同事上月做账的增值税专用发票和一些用于抵扣的火车票、飞机行程单收回并留存，然后与SAP账上信息进行核对，再去增值税网站上勾选确认，填报增值税申报表。 📍实际做起来和学校学习到的理论知识有相同也有不同，实务就会帮助我们更好的理解理论知识，提升实务能力~ —— 🌷央企实习生活 1⃣️早8晚5 日常熬夜的我被调教的晚上10点就睡6:50就起，最近几天在加班，下午真的干到5点就干不动了，争取下周5点就走！ 2⃣️已经适应公寓生活 公司安排了青年公寓 然后直接匹配到一个很热情的小姐姐 算是有靠山了🤓 周末和小伙伴开车出去玩 晚上去超市买菜 一起做饭 这很有生活了… 3⃣️依旧想家 不用多说了 巨蟹座妈宝女……就等着清明节三天假了 —— 🌷周末🔚 又要早睡早起了~ 希望第二周一切顺利！能学到更多的东西！ 央企实习日记以每周形式更新，欢迎关注我的厂妹生活哦~~🥰🥰
67b6eeb10000000029039e71,面试后10min 我收到了安永offer,"📮投递渠道
前程无忧上随便投的 后面就接到hr电话 确认面试时间
——
📞面试类型
我是负责人直接单面的，在腾讯会议上进行线上1对1面试
——
⏳面试流程（20分钟）
1⃣️中英文自我介绍
我是提前准备了1-2min的英文自我介绍
包括教育背景、学习成绩、往期实习经历、自我优势
2⃣️你对个人所得税及个税工作是什么看法?
我就讲了个人所得税的重要性及我理解的会计师事务所个税相关工作流程
3⃣️简历中会计师事务所的实习中遇到的困难？
这里最好能体现自己解决问题的能力及认真的工作态度
4⃣️能否接受加班？
这里不要直接说“不能”，但最好也表达——能接受高效工作的加班，不能接受低效无意义的加班，希望工作是高效进行的
5⃣️反问环节
我在这里询问了实习工作主要干什么、能帮助我学习到什么、开的实习证明是盖什么章、工作地点
——
✔️建议
1⃣️四大实习除了在官网投递，也可以去boss或者前程无忧直接投递，收到回复更快
2⃣️对自己的简历足够了解
尤其是自己相关的实习经历，要能够讲出一些东西来
3⃣️不用过度追求审计岗
据我了解，无论是审计还是税务还是行政岗，最后都是一个章，所以大家可以选择其他竞争不是那么激烈的岗位去投递
#四大审计[话题]# #四大实习[话题]# #安永[话题]# #安永实习[话题]# #会计师事务所[话题]# #审计实习[话题]# #面经[话题]# #保研[话题]# #面试求职[话题]# #面试技巧[话题]#",normal,60ea68230000000001004f23,大头文文lucky,695,602,20,0,1740041905,2025-02-20T16:58:25,1740052390,2025-02-20T19:53:10,https://www.xiaohongshu.com/discovery/item/67b6eeb10000000029039e71,大头文文lucky,60ea68230000000001004f23,,1036.0,,10,面试后10min 我收到了安永offer,📮投递渠道 前程无忧上随便投的 后面就接到hr电话 确认面试时间 —— 📞面试类型 我是负责人直接单面的，在腾讯会议上进行线上1对1面试 —— ⏳面试流程（20分钟） 1⃣️中英文自我介绍 我是提前准备了1-2min的英文自我介绍 包括教育背景、学习成绩、往期实习经历、自我优势 2⃣️你对个人所得税及个税工作是什么看法? 我就讲了个人所得税的重要性及我理解的会计师事务所个税相关工作流程 3⃣️简历中会计师事务所的实习中遇到的困难？ 这里最好能体现自己解决问题的能力及认真的工作态度 4⃣️能否接受加班？ 这里不要直接说“不能”，但最好也表达——能接受高效工作的加班，不能接受低效无意义的加班，希望工作是高效进行的 5⃣️反问环节 我在这里询问了实习工作主要干什么、能帮助我学习到什么、开的实习证明是盖什么章、工作地点 —— ✔️建议 1⃣️四大实习除了在官网投递，也可以去boss或者前程无忧直接投递，收到回复更快 2⃣️对自己的简历足够了解 尤其是自己相关的实习经历，要能够讲出一些东西来 3⃣️不用过度追求审计岗 据我了解，无论是审计还是税务还是行政岗，最后都是一个章，所以大家可以选择其他竞争不是那么激烈的岗位去投递
67b2fa97000000002902e074,武大 找你找的我好苦啊（附入校攻略）,"去的时候是1.11（周二工作日）先出街道口地铁口去的南二门 结果被保安告知不可以进 需要从珞珈门进（可以刷身份证进）
‼️寒暑假期间可以从珞珈门刷身份证进校
‼️平常时间工作日不可进校参观 只有周末才可以
✔️可以在门口找好心学生 跟着学生进校（查的不严格）🤓
想着刚吃了好多碳水散散步 结果开启1.5公里拉练
最终成功打卡武大大门 腿已废😭 最终没有逛完校园就出去了
很美的校园！看着百年建筑和进进出出的新一代的学生 真的会有种回望历史的感觉📽️
#武汉大学[话题]# #武汉大学宿舍[话题]# #武汉旅游[话题]# #武大游览[话题]# #武汉[话题]# #武大入校[话题]# #旅游[话题]# #想念在大学校园的生活[话题]# #生活美学[话题]# #每天都有值得记录的瞬间[话题]#",normal,60ea68230000000001004f23,大头文文lucky,78,28,8,0,1739782807,2025-02-17T17:00:07,1739783292,2025-02-17T17:08:12,https://www.xiaohongshu.com/discovery/item/67b2fa97000000002902e074,大头文文lucky,60ea68230000000001004f23,,108.0,,3,武大 找你找的我好苦啊（附入校攻略）,去的时候是1.11（周二工作日）先出街道口地铁口去的南二门 结果被保安告知不可以进 需要从珞珈门进（可以刷身份证进） ‼️寒暑假期间可以从珞珈门刷身份证进校 ‼️平常时间工作日不可进校参观 只有周末才可以 ✔️可以在门口找好心学生 跟着学生进校（查的不严格）🤓 想着刚吃了好多碳水散散步 结果开启1.5公里拉练 最终成功打卡武大大门 腿已废😭 最终没有逛完校园就出去了 很美的校园！看着百年建筑和进进出出的新一代的学生 真的会有种回望历史的感觉📽️
677e6c3d00000002200110f7,双非保研985｜我的保研时间线,"保研er也是到了关键时刻啦，想起来一年前的我也是充满焦虑的搜集各种信息，经过这一年有效率的努力，最终双非上岸南开大学🥳
所以准备出一个“大三保研经验分享系列”✨，分享我的保研经历、文书准备、面试经验等，为大三保研的宝贝们提供一些帮助~
第一期1⃣️ 我的保研经历
希望可以给备战保研的宝贝们一些鼓励和启发~
—
2023.9-12（大三上学期）
备战第五学期课程（夏令营开始前最后的一学期）
上雅思课程：提升英语方面的竞争力
学习实证论文写作
—
2024.1-2 （大三寒假期间）
自学雅思 首考雅思7.0（阅读8.0 口语6.0）
锻炼英语口语（借雅思这个机会）
撰写参营论文初稿
—
2024.3-4（稳定输入）
继续撰写参营论文
准备保研文书（扫描各种证明材料 整理成文件夹）
准备个人自我介绍、个人陈述
每天整理一章专业课
每天练习英语口语20min
拿到“大英赛”国家级奖项
❗这段时间其实是最焦虑没有方向的时间，不知道自己该做什么~~
—
2024.5（高速输入）
冲刺“挑战杯”、“互联网➕”竞赛（最后一个国三一个省金）
投递夏令营（个别院校）
继续保持专业课和英语口语的复习进度
完成✅参营论文
—
2024.6（最后备战）
参加南开大学夏令营（高位优营✅）
继续收尾和巩固面试复习
英语六级考试
投递夏令营（大规模 每天投递1-2个）
❗这段时间真的压力很大，突然收到南开的入营，感觉自己还没准备好，硬着头皮上了！
—
2024.7（收获）
参加中央财经大学夏令营（优营✅）
回家睡觉 提前结束保研🔚
—
🌷㊗️希望大三冲刺保研的宝贝们可以在焦虑中慢慢摸索和进步，结果一定是好的~
后续继续更新大三保研季经验分享系列🔥，陪伴大家~~
#保研[话题]# #南开大学[话题]# #保研经验分享[话题]# #保研经历[话题]# #夏令营[话题]# #经管保研[话题]# #双非保研[话题]# #保研面试[话题]# #大三保研[话题]# #保研边缘人[话题]#",normal,60ea68230000000001004f23,大头文文lucky,124,84,9,0,1736338493,2025-01-08T20:14:53,1740100752,2025-02-21T09:19:12,https://www.xiaohongshu.com/discovery/item/677e6c3d00000002200110f7,大头文文lucky,60ea68230000000001004f23,,184.0,,5,双非保研985｜我的保研时间线,保研er也是到了关键时刻啦，想起来一年前的我也是充满焦虑的搜集各种信息，经过这一年有效率的努力，最终双非上岸南开大学🥳 所以准备出一个“大三保研经验分享系列”✨，分享我的保研经历、文书准备、面试经验等，为大三保研的宝贝们提供一些帮助~ 第一期1⃣️ 我的保研经历 希望可以给备战保研的宝贝们一些鼓励和启发~ — 2023.9-12（大三上学期） 备战第五学期课程（夏令营开始前最后的一学期） 上雅思课程：提升英语方面的竞争力 学习实证论文写作 — 2024.1-2 （大三寒假期间） 自学雅思 首考雅思7.0（阅读8.0 口语6.0） 锻炼英语口语（借雅思这个机会） 撰写参营论文初稿 — 2024.3-4（稳定输入） 继续撰写参营论文 准备保研文书（扫描各种证明材料 整理成文件夹） 准备个人自我介绍、个人陈述 每天整理一章专业课 每天练习英语口语20min 拿到“大英赛”国家级奖项 ❗这段时间其实是最焦虑没有方向的时间，不知道自己该做什么~~ — 2024.5（高速输入） 冲刺“挑战杯”、“互联网➕”竞赛（最后一个国三一个省金） 投递夏令营（个别院校） 继续保持专业课和英语口语的复习进度 完成✅参营论文 — 2024.6（最后备战） 参加南开大学夏令营（高位优营✅） 继续收尾和巩固面试复习 英语六级考试 投递夏令营（大规模 每天投递1-2个） ❗这段时间真的压力很大，突然收到南开的入营，感觉自己还没准备好，硬着头皮上了！ — 2024.7（收获） 参加中央财经大学夏令营（优营✅） 回家睡觉 提前结束保研🔚 — 🌷㊗️希望大三冲刺保研的宝贝们可以在焦虑中慢慢摸索和进步，结果一定是好的~ 后续继续更新大三保研季经验分享系列🔥，陪伴大家~~
676fa2be0000000009017db2,双非保研985｜保研er请查收寒假to do list,"寒假是保研er提升自己的好机会，去年寒假的规划帮助我多方面提升，最终成功上岸985，来分享给大家~
🌷梳理目标，明确方向
1⃣️筛选学校
①先根据绩点排名，参考学长学姐的保研战绩选择符合条件的3-5所院校
②查询目标学校的保研政策
③提前搜索往年的录取规则和关键指标
2⃣️寻找导师
①进入学校学院官网筛选匹配导师
②从知网上查阅导师发表的论文
③提前打听导师的风格
——
🌷了解保研流程与时间节点
从学院网站上查阅本校推荐免试政策
明确以下关键点:
①保研资格
②推荐免试名额分配规则
③申请保研名额提交材料的时间节点
熟悉目标院校的夏令营安排和时间节点
高校在3-4月就会陆续发布夏令营通知，在5-6月
就可以开始申请
——
🌷提升学术能力，准备硬性材料
1⃣️英语
六级如果分数不够高，可以趁着寒假将雅思刷分到7.0以上，掌握英语优势
2⃣️竞赛
①提前查阅目标院校对竞赛有没有明确要求
②针对仍在进行的比赛可以制定冲刺目标
eg.互联网+、大英赛、数学竞赛、专业竞赛等
3⃣️论文
①联系导师提出参与诉求
②参考目标院校论文要求
4⃣️准备参营资料
①自我介绍和个人陈述
②推荐信
③成绩单和成绩排名证明
④其他各类文书
—
我是豆包学姐，持续分享保研逆袭经验，有问题欢迎评论区留言~
#保研经验分享[话题]#
#保研[话题]#
#南开大学[话题]#
#保研夏令营[话题]#
#保研面试[话题]#
#论文[话题]#
#双非保研[话题]#
#保研985[话题]#",normal,60ea68230000000001004f23,大头文文lucky,60,28,8,0,1735369406,2024-12-28T15:03:26,1735370079,2024-12-28T15:14:39,https://www.xiaohongshu.com/discovery/item/676fa2be0000000009017db2,大头文文lucky,60ea68230000000001004f23,,90.0,,0,双非保研985｜保研er请查收寒假to do list,寒假是保研er提升自己的好机会，去年寒假的规划帮助我多方面提升，最终成功上岸985，来分享给大家~ 🌷梳理目标，明确方向 1⃣️筛选学校 ①先根据绩点排名，参考学长学姐的保研战绩选择符合条件的3-5所院校 ②查询目标学校的保研政策 ③提前搜索往年的录取规则和关键指标 2⃣️寻找导师 ①进入学校学院官网筛选匹配导师 ②从知网上查阅导师发表的论文 ③提前打听导师的风格 —— 🌷了解保研流程与时间节点 从学院网站上查阅本校推荐免试政策 明确以下关键点: ①保研资格 ②推荐免试名额分配规则 ③申请保研名额提交材料的时间节点 熟悉目标院校的夏令营安排和时间节点 高校在3-4月就会陆续发布夏令营通知，在5-6月 就可以开始申请 —— 🌷提升学术能力，准备硬性材料 1⃣️英语 六级如果分数不够高，可以趁着寒假将雅思刷分到7.0以上，掌握英语优势 2⃣️竞赛 ①提前查阅目标院校对竞赛有没有明确要求 ②针对仍在进行的比赛可以制定冲刺目标 eg.互联网+、大英赛、数学竞赛、专业竞赛等 3⃣️论文 ①联系导师提出参与诉求 ②参考目标院校论文要求 4⃣️准备参营资料 ①自我介绍和个人陈述 ②推荐信 ③成绩单和成绩排名证明 ④其他各类文书 — 我是豆包学姐，持续分享保研逆袭经验，有问题欢迎评论区留言~
