comment_id,note_id,root_comment_id,parent_comment_id,target_comment_id,content,like_count,sub_comment_count,ip_location,status,create_time,create_time_iso,user_id,nickname
67f4b68a000000001f007660,67f3c9b6000000001c01ccac,,,,考笔试和力扣多吗,1,1,北京,0,1744090763000,2025-04-08T13:39:23,635e4f89000000001901f82b,小红薯635F840B
67f3cae8000000001e00eabd,67f3c9b6000000001c01ccac,,,,请问一下小姐姐是几年经验呀,1,4,北京,0,1744030441000,2025-04-07T20:54:01,62033fd0000000001000c5f6,TTT.
67f703df000000001e020b30,67f3c9b6000000001c01ccac,,,,入职后还在做期货高频嘛？,0,2,上海,0,1744241632000,2025-04-10T07:33:52,62074b290000000010009b1a,D
67f3d13f000000001e038a2e,67f3c9b6000000001c01ccac,,,,很关键，很真实，恭喜入职,2,1,上海,0,1744032064000,2025-04-07T21:21:04,61c09b2c0000000021023747,欲壑难平
67f73914000000001e01fece,67f3c9b6000000001c01ccac,,,,今年商品高频不好做啊，我都想去做 T0 了,0,1,北京,0,1744255253000,2025-04-10T11:20:53,61d29834000000001000622b,momo
67f3cb7f000000001e01541a,67f3c9b6000000001c01ccac,,,,北交所流动性不好啊,1,3,北京,0,1744030592000,2025-04-07T20:56:32,5b5c4942e8ac2b41e651ac1a,昵称不许为空
67f3d112000000001e03d7f6,67f3c9b6000000001c01ccac,,,,套的蛮多的[笑哭R]亲身经历,3,2,上海,0,1744032019000,2025-04-07T21:20:19,5657e0d2f53ee002e12ed833,小朱今天有没有努力！
67f3d1ed00000000120089ed,67f3c9b6000000001c01ccac,,,,北交太香了,0,1,浙江,0,1744032238000,2025-04-07T21:23:58,5e54a6e90000000001009ba7,Windows xp
67f5e8aa0000000012010fcb,67f3c9b6000000001c01ccac,,,,这年头跳槽是逐渐困难了，能问一下小姐姐跳槽的时候有实盘吗[笑哭R],1,2,上海,0,1744169130000,2025-04-09T11:25:30,61756bf6000000001f03bcae,无心
67f8ddcf00000000120033ff,67f3c9b6000000001c01ccac,,,,你好 请问还招实习生吗？香港Financial math phd,0,1,山东,3,1744362960000,2025-04-11T17:16:00,5b102def4eacab2cd6150131,李李
67f5e90e000000001f00df13,67f3c9b6000000001c01ccac,,,67f4b68a000000001f007660,不是很多,1,0,上海,0,1744169230000,2025-04-09T11:27:10,59d6fd0420e88f1f144deaba,芋圆芋泥加啵啵
67f3cb69000000001f0187d6,67f3c9b6000000001c01ccac,,,67f3cae8000000001e00eabd,3年～,4,0,上海,0,1744030570000,2025-04-07T20:56:10,59d6fd0420e88f1f144deaba,芋圆芋泥加啵啵
67f71b22000000001f01bc88,67f3c9b6000000001c01ccac,,,67f703df000000001e020b30,是的～,0,0,上海,0,1744247586000,2025-04-10T09:13:06,59d6fd0420e88f1f144deaba,芋圆芋泥加啵啵
