comment_id,note_id,root_comment_id,parent_comment_id,target_comment_id,content,like_count,sub_comment_count,ip_location,status,create_time,create_time_iso,user_id,nickname,clean_content,keyword_hits
6673f9110000000017010e2c,6673a1c8000000000e0301f8,,,,什么公司要问这么多问题啊[哭惹R]不就是一个普通的日常实习吗呜呜,5,2,上海,0,1718876434000,2024-06-20T17:40:34,5f2a22230000000001009cd3,床上平原睡眠专家,什么公司要问这么多问题啊[哭惹R]不就是一个普通的日常实习吗呜呜,0
66e2cd310000000002004c3e,6673a1c8000000000e0301f8,,,,gt是哪家呀,0,1,湖北,0,1726139697000,2024-09-12T19:14:57,60c136190000000020028692,momo,gt是哪家呀,0
6673af3b000000001500a9ff,6673a1c8000000000e0301f8,,,,学到了！[皱眉R],1,2,福建,0,1718857532000,2024-06-20T12:25:32,63b4d953000000002702947c,热奶宝吃不够,学到了！[皱眉R],0
66757f19000000000d00f732,6673a1c8000000000e0301f8,,,,是中后台吗姐妹 为啥我面的腰部都是在跟我聊天,0,1,广东,0,1718976281000,2024-06-21T21:24:41,5ee6863d000000000101e774,小红薯5EE76587,是中后台吗姐妹 为啥我面的腰部都是在跟我聊天,0
6686d8450000000023019d8d,6673a1c8000000000e0301f8,,,,学长投的60封简历都是行研的吗,1,1,湖南,0,1720113222000,2024-07-05T01:13:42,5fe06f4c0000000001009bf0,momo,学长投的60封简历都是行研的吗,0
6673b23d000000002100f62b,6673a1c8000000000e0301f8,,,,正式实习和小黑工差别好大[捂脸R],1,1,北京,0,1718858302000,2024-06-20T12:38:22,6012cafd0000000001000f49,朝歌,正式实习和小黑工差别好大[捂脸R],0
66740056000000002100ef24,6673a1c8000000000e0301f8,,,6673f9110000000017010e2c,这是几场面试里面我挑出来的普适性问题啦，不过有一家真的抓着我问了半个小时[哭惹R],2,0,福建,0,1718878295000,2024-06-20T18:11:35,657ae7d70000000020033d5f,再打一针内啡肽,这是几场面试里面我挑出来的普适性问题啦，不过有一家真的抓着我问了半个小时[哭惹R],0
66e2cd63000000000c0148e7,6673a1c8000000000e0301f8,,,66e2cd310000000002004c3e,改过名的一家券商，剩下的不能多说了[赞R],0,0,广东,0,1726139748000,2024-09-12T19:15:48,657ae7d70000000020033d5f,再打一针内啡肽,改过名的一家券商，剩下的不能多说了[赞R],0
6673af8a000000002101d9d9,6673a1c8000000000e0301f8,,,6673af3b000000001500a9ff,所以学姐能不能也带我做斯坦福博后研究助理[害羞R],0,0,福建,0,1718857610000,2024-06-20T12:26:50,657ae7d70000000020033d5f,再打一针内啡肽,所以学姐能不能也带我做斯坦福博后研究助理[害羞R],0
66757f74000000000500486e,6673a1c8000000000e0301f8,,,66757f19000000000d00f732,我也有几家都是电话来聊天的，一般就是他们真的很认可你或者是他们确实需要劳动力😂你可以和他们聊的过程中问一下具体的工作内容还有人事一类的～,2,0,福建,0,1718976373000,2024-06-21T21:26:13,657ae7d70000000020033d5f,再打一针内啡肽,我也有几家都是电话来聊天的，一般就是他们真的很认可你或者是他们确实需要劳动力😂你可以和他们聊的过程中问一下具体的工作内容还有人事一类的～,0
668745e70000000003039ecc,6673a1c8000000000e0301f8,,,6686d8450000000023019d8d,是的[捂脸R],1,0,福建,0,1720141287000,2024-07-05T09:01:27,657ae7d70000000020033d5f,再打一针内啡肽,是的[捂脸R],0
6673b297000000002100f64a,6673a1c8000000000e0301f8,,,6673b23d000000002100f62b,其实我面试下来基本上每个组都会正式走人事啦，只不过薪资比较困难[萌萌哒R],1,0,福建,0,1718858392000,2024-06-20T12:39:52,657ae7d70000000020033d5f,再打一针内啡肽,其实我面试下来基本上每个组都会正式走人事啦，只不过薪资比较困难[萌萌哒R],0
677e2994000000001b03b0a6,677e28f0000000001a0352bd,,,,不是，现在行研招人不应该求着你来[doge]还问这么细吗[doge],29,6,上海,0,1736321429000,2025-01-08T15:30:29,6232d1020000000021021347,cura,不是，现在行研招人不应该求着你来[doge]还问这么细吗[doge],0
67972b93000000000c01193b,677e28f0000000001a0352bd,,,,宝子是打算下学期边上课边实习吗,0,1,江苏,0,1737960339000,2025-01-27T14:45:39,5d38881b000000001000de36,溯.,宝子是打算下学期边上课边实习吗,0
677e7c45000000002200350f,677e28f0000000001a0352bd,,,,gt吗,0,1,辽宁,0,1736342597000,2025-01-08T21:23:17,66cb46c0000000001d032fc8,用户已注销,gt吗,0
6836fa05000000001c0314f8,677e28f0000000001a0352bd,,,,想问一下需要开视频嘛,0,1,山东,0,1748433414000,2025-05-28T19:56:54,5acccac94eacab44c3c16129,GROW,想问一下需要开视频嘛,0
677e4049000000001b03560f,677e28f0000000001a0352bd,,,,真棒,0,1,安徽,0,1736327241000,2025-01-08T17:07:21,5bb969d924264b000157c406,乌萨奇小肘子,真棒,0
67e95410000000001f028519,677e28f0000000001a0352bd,,,,实习吗[哭惹R]是第几段啊好厉害,0,0,中国香港,0,1743344657000,2025-03-30T22:24:17,6694996500000000030334d2,Busiberg小鼠🐭,实习吗[哭惹R]是第几段啊好厉害,0
677e7168000000001a03abcd,677e28f0000000001a0352bd,,,,好棒[点赞R][点赞R],2,0,辽宁,0,1736339816000,2025-01-08T20:36:56,607963b9000000000100b33e,hello8,好棒[点赞R][点赞R],0
6780ecda000000002200d7b0,677e28f0000000001a0352bd,,,,tf吗？,0,0,湖北,0,1736502490000,2025-01-10T17:48:10,62eb836f000000001f004cb7,淅客,tf吗？,0
677e6f24000000001b03ec5e,677e28f0000000001a0352bd,,,,感谢分享[暗中观察R][哇R],0,1,上海,-2,1736339236000,2025-01-08T20:27:16,5d7b28dd00000000010019c9,🍍,感谢分享[暗中观察R][哇R],0
677e29d900000000210375b4,677e28f0000000001a0352bd,,,677e2994000000001b03b0a6,[笑哭R]那说明你优秀，我找实习真就很不容易,0,0,福建,0,1736321498000,2025-01-08T15:31:38,5c2a1d07000000000701ae65,xxxorante,[笑哭R]那说明你优秀，我找实习真就很不容易,0
679794db0000000021017f28,677e28f0000000001a0352bd,,,67972b93000000000c01193b,对,0,0,吉林,0,1737987292000,2025-01-27T22:14:52,5c2a1d07000000000701ae65,xxxorante,对,0
677f38e0000000002101b7d6,677e28f0000000001a0352bd,,,677e7c45000000002200350f,不是哦，yysy在我心里gt算头部了，如果gt是颈部，那我这家是胸部,0,0,江西,0,1736390881000,2025-01-09T10:48:01,5c2a1d07000000000701ae65,xxxorante,不是哦，yysy在我心里gt算头部了，如果gt是颈部，那我这家是胸部,0
683716a800000000090159fe,677e28f0000000001a0352bd,,,6836fa05000000001c0314f8,是腾讯会议 但是不强制露脸,0,0,福建,0,1748440745000,2025-05-28T21:59:05,5c2a1d07000000000701ae65,xxxorante,是腾讯会议 但是不强制露脸,0
677f38820000000021036088,677e28f0000000001a0352bd,,,677e4049000000001b03560f,[玫瑰R],0,0,江西,0,1736390786000,2025-01-09T10:46:26,5c2a1d07000000000701ae65,xxxorante,[玫瑰R],0
677f391e000000001b01df02,677e28f0000000001a0352bd,,,677e6f24000000001b03ec5e,[玫瑰R],0,0,江西,0,1736390942000,2025-01-09T10:49:02,5c2a1d07000000000701ae65,xxxorante,[玫瑰R],0
6a094db4000000002203f449,66bac834000000001e01ab60,,,,求分享,0,0,日本,0,1778994613000,2026-05-17T13:10:13,668bfb560000000003031992,陳彥嘉,求分享,0
68a5c824000000003000aec2,66bac834000000001e01ab60,,,,求宝典,0,0,广东,0,1755695141000,2025-08-20T21:05:41,5b7d3108c053550001264487,lynlyn玛德琳,求宝典,0
682454e2000000000d015cdf,66bac834000000001e01ab60,,,,求宝典[皱眉R],0,0,新加坡,0,1747211490000,2025-05-14T16:31:30,64390b43000000000d01bd94,邶风555,求宝典[皱眉R],0
674c5ada0000000007021b56,66bac834000000001e01ab60,,,,求宝典[偷笑R],0,0,四川,0,1733057242000,2024-12-01T20:47:22,632e679d000000002303bc51,Anna,求宝典[偷笑R],0
6746ab51000000001b03455e,66bac834000000001e01ab60,,,,求宝典,0,0,重庆,0,1732684626000,2024-11-27T13:17:06,60cc9b400000000020026979,..,求宝典,0
674279730000000015039fff,66bac834000000001e01ab60,,,,求宝典,0,0,北京,0,1732409716000,2024-11-24T08:55:16,5fad730a00000000010065cb,心在下小雨,求宝典,0
673cc384000000001b0010b0,66bac834000000001e01ab60,,,,求宝典,0,0,上海,0,1732035460000,2024-11-20T00:57:40,5eb8426500000000010073b6,刘能,求宝典,0
672a4625000000001b036d04,66bac834000000001e01ab60,,,,求分享[皱眉R],0,0,北京,0,1730823718000,2024-11-06T00:21:58,5c60d707000000001b03d2dd,啦,求分享[皱眉R],0
6716c23d000000001202fc0f,66bac834000000001e01ab60,,,,求宝典,0,0,广西,0,1729544766000,2024-10-22T05:06:06,6251ddc1000000002102b2ef,ratiger,求宝典,0
66fbc795000000000b023a08,66bac834000000001e01ab60,,,,[飞吻R]求宝典,0,0,北京,0,1727776661000,2024-10-01T17:57:41,556f111ec2bdeb5279beceba,爱闯荡的小茉莉,[飞吻R]求宝典,0
66e19f6900000000200204e1,66bac834000000001e01ab60,,,,求宝典[害羞R],0,0,上海,0,1726062442000,2024-09-11T21:47:22,5fd099e5000000000100a687,格瓦斯,求宝典[害羞R],0
695e2737000000000f02a57f,68148f48000000002300f796,,,,求,0,1,北京,0,1767778104000,2026-01-07T17:28:24,5b179292b1da14393db59597,Fufu,求,0
68b8f57b0000000023016cc5,68148f48000000002300f796,,,,滴滴,0,1,四川,0,1756951931000,2025-09-04T10:12:11,5f50a1b80000000001005720,小小至,滴滴,0
686f8f5400000000040152b8,68148f48000000002300f796,,,,Dd,0,1,湖北,0,1752141653000,2025-07-10T18:00:53,5f7ec3ec000000000101f48d,沃斯尼蝶,Dd,0
685fda9d00000000200216f0,68148f48000000002300f796,,,,求完整版,0,1,新疆,0,1751112349000,2025-06-28T20:05:49,5d027c7f000000001001e21d,日出,求完整版,0
6857f9280000000020030b38,68148f48000000002300f796,,,,求完整版,0,1,河北,0,1750595880000,2025-06-22T20:38:00,5f2ad4f10000000001008d75,烤烤ovo,求完整版,0
6854cefe0000000020013dcf,68148f48000000002300f796,,,,求完整版[皱眉R],0,1,湖南,0,1750388478000,2025-06-20T11:01:18,5b0fff6d6b58b7326283a3e2,小马快跑,求完整版[皱眉R],0
684a3163000000001e036d82,68148f48000000002300f796,,,,求完整版[害羞R],0,1,四川,0,1749692771000,2025-06-12T09:46:11,5ccac61d0000000012037b7b,dddd,求完整版[害羞R],0
6841aad7000000000900cae6,68148f48000000002300f796,,,,求完整版[暗中观察R],0,1,上海,0,1749134040000,2025-06-05T22:34:00,59a198c850c4b47103edd6de,爪爪子立刻J回来,求完整版[暗中观察R],0
683efa45000000001c036b36,68148f48000000002300f796,,,,求一个完整版！,0,1,江苏,0,1748957766000,2025-06-03T21:36:06,5bb8872a85e5bd0001ee1663,Wendy,求一个完整版！,0
683c0586000000001c035ee0,68148f48000000002300f796,,,,求完整版[皱眉R],0,1,湖北,0,1748764039000,2025-06-01T15:47:19,5f7dea9e000000000100502a,我的小嗳猫猫呢,求完整版[皱眉R],0
695e27510000000006018c9e,68148f48000000002300f796,,,695e2737000000000f02a57f,滴滴[偷笑R],0,0,广东,0,1767778130000,2026-01-07T17:28:50,66d186c4000000000d0255e3,求职青年,滴滴[偷笑R],0
68b8f61f000000003000b554,68148f48000000002300f796,,,68b8f57b0000000023016cc5,滴滴[赞R],0,0,广东,0,1756952095000,2025-09-04T10:14:55,66d186c4000000000d0255e3,求职青年,滴滴[赞R],0
686f8ffa000000000602e23d,68148f48000000002300f796,,,686f8f5400000000040152b8,滴滴[笑哭R],0,0,广东,0,1752141819000,2025-07-10T18:03:39,66d186c4000000000d0255e3,求职青年,滴滴[笑哭R],0
685fdc74000000001100f356,68148f48000000002300f796,,,685fda9d00000000200216f0,滴滴,0,0,广东,0,1751112820000,2025-06-28T20:13:40,66d186c4000000000d0255e3,求职青年,滴滴,0
6857fa720000000013036247,68148f48000000002300f796,,,6857f9280000000020030b38,滴滴,0,0,广东,0,1750596210000,2025-06-22T20:43:30,66d186c4000000000d0255e3,求职青年,滴滴,0
6854dc980000000007036f39,68148f48000000002300f796,,,6854cefe0000000020013dcf,滴滴[笑哭R],0,0,广东,0,1750391960000,2025-06-20T11:59:20,66d186c4000000000d0255e3,求职青年,滴滴[笑哭R],0
684a3c69000000000b01704f,68148f48000000002300f796,,,684a3163000000001e036d82,滴滴[偷笑R],0,0,广东,0,1749695593000,2025-06-12T10:33:13,66d186c4000000000d0255e3,求职青年,滴滴[偷笑R],0
6841ab0c000000000b017abc,68148f48000000002300f796,,,6841aad7000000000900cae6,滴滴[偷笑R],0,0,广东,0,1749134093000,2025-06-05T22:34:53,66d186c4000000000d0255e3,求职青年,滴滴[偷笑R],0
683efb4b000000000d014cd3,68148f48000000002300f796,,,683efa45000000001c036b36,滴滴[偷笑R],0,0,广东,0,1748958027000,2025-06-03T21:40:27,66d186c4000000000d0255e3,求职青年,滴滴[偷笑R],0
683c05cc00000000070345e6,68148f48000000002300f796,,,683c0586000000001c035ee0,滴滴[偷笑R],0,0,广东,0,1748764108000,2025-06-01T15:48:28,66d186c4000000000d0255e3,求职青年,滴滴[偷笑R],0
6833ff2b000000001c030ef4,68148f48000000002300f796,,,,有完整的分享嘛,0,1,江苏,0,1748238123000,2025-05-26T13:42:03,64880451000000001f005946,hyeoyeo,有完整的分享嘛,0
681f516500000000070370fa,68148f48000000002300f796,,,,支持主包 求更新！！[吧唧R][吧唧R][吧唧R],0,1,英国,0,1746882918000,2025-05-10T21:15:18,5d95c9d0000000000101988e,ayue🌙,支持主包 求更新！！[吧唧R][吧唧R][吧唧R],0
6879f77c000000000c0161e4,68148f48000000002300f796,,,,求完整版dd,0,1,上海,-2,1752823676000,2025-07-18T15:27:56,657c4f9b00000000200330e4,Jiadifenolide,求完整版dd,0
68763bf4000000000c0271f1,68148f48000000002300f796,,,,求完整版dd,0,0,广东,-2,1752579061000,2025-07-15T19:31:01,61efdd5300000000210220ae,一袋米要抗几楼（认真记录生活版）,求完整版dd,0
686bb916000000002003272c,68148f48000000002300f796,,,,滴滴,0,0,北京,-2,1751890199000,2025-07-07T20:09:59,65385bfd000000000301d5a5,环颈鸻,滴滴,0
68628bb9000000001e01ef9f,68148f48000000002300f796,,,,滴滴,0,1,北京,-2,1751288761000,2025-06-30T21:06:01,64e3605900000000010106de,momo,滴滴,0
6834017b000000000d0174b0,68148f48000000002300f796,,,6833ff2b000000001c030ef4,滴滴[偷笑R]有哒[doge],0,0,广东,0,1748238716000,2025-05-26T13:51:56,66d186c4000000000d0255e3,求职青年,滴滴[偷笑R]有哒[doge],0
